141	340	196	499	2
746	395	792	500	3
572	394	613	502	5
954	395	989	477	10
994	390	1024	472	11
895	390	917	452	16
1021	388	1056	473	19
141	340	196	499	2
746	395	792	500	3
572	394	613	502	5
954	395	989	477	10
994	390	1024	472	11
895	390	917	452	16
1021	388	1056	473	19
141	340	196	499	2
746	395	792	500	3
572	394	613	502	5
954	395	989	477	10
994	390	1024	472	11
895	390	917	452	16
1021	388	1056	473	19
141	340	196	499	2
746	395	792	500	3
572	394	613	502	5
954	395	989	477	10
994	390	1024	472	11
895	390	917	452	16
1021	388	1056	473	19
141	340	196	499	2
746	395	792	500	3
572	394	613	502	5
954	395	989	477	10
994	390	1024	472	11
895	390	917	452	16
1021	388	1056	473	19
141	340	196	499	3
746	395	792	500	4
572	394	613	501	6
292	365	403	472	7
989	390	1020	471	8
213	339	273	386	11
954	395	989	477	13
895	390	917	452	21
1021	388	1056	473	23
141	340	196	499	2
746	395	792	500	2
572	394	613	501	2
292	365	403	472	2
989	390	1020	471	2
213	339	273	386	2
954	395	989	477	2
895	390	917	452	2
1021	388	1056	473	2
141	340	196	499	2
746	395	792	500	2
572	394	613	501	2
292	365	403	472	2
989	390	1020	471	2
213	339	273	386	2
954	395	989	477	2
895	390	917	452	2
1021	388	1056	473	2
141	340	196	499	2
746	395	792	500	2
572	394	613	501	2
292	365	403	472	2
989	390	1020	471	2
213	339	273	386	2
954	395	989	477	2
895	390	917	452	2
1021	388	1056	473	2
141	340	196	499	2
746	395	792	500	2
572	394	613	501	2
292	365	403	472	2
989	390	1020	471	2
213	339	273	386	2
954	395	989	477	2
895	390	917	452	2
1021	388	1056	473	2
141	340	196	499	2
746	395	792	500	2
572	394	613	501	2
292	365	403	472	2
989	390	1020	471	2
213	339	273	386	2
954	395	989	477	2
895	390	917	452	2
1021	388	1056	473	2
141	340	196	499	2
746	395	792	500	2
572	394	613	501	2
292	365	403	472	2
989	390	1020	471	2
213	339	273	386	2
954	395	989	477	2
895	390	917	452	2
1021	388	1056	473	2
141	340	196	499	2
746	395	792	500	2
572	394	613	501	2
292	365	403	472	2
989	390	1020	471	2
213	339	273	386	2
954	395	989	477	2
895	390	917	452	2
1021	388	1056	473	2
141	340	196	499	2
746	395	792	500	2
572	394	613	501	2
292	365	403	472	2
989	390	1020	471	2
213	339	273	386	2
954	395	989	477	2
895	390	917	452	2
1021	388	1056	473	2
141	340	196	499	2
746	395	792	500	0
572	394	613	501	0
292	365	403	472	0
989	390	1020	471	0
213	339	273	386	0
954	395	989	477	0
895	390	917	452	0
1021	388	1056	473	0
141	340	196	499	2
746	395	792	500	0
572	394	613	501	0
292	365	403	472	0
989	390	1020	471	0
213	339	273	386	0
954	395	989	477	0
895	390	917	452	0
1021	388	1056	473	0
141	340	196	499	2
746	395	792	500	0
572	394	613	501	0
292	365	403	472	0
989	390	1020	471	0
213	339	273	386	0
954	395	989	477	0
895	390	917	452	0
1021	388	1056	473	0
141	340	196	499	0
746	395	792	500	0
572	394	613	501	0
292	365	403	472	0
989	390	1020	471	0
213	339	273	386	0
954	395	989	477	0
895	390	917	452	0
1021	388	1056	473	0
141	340	196	499	2
746	395	792	500	2
572	394	613	501	0
292	365	403	472	0
989	390	1020	471	0
213	339	273	386	0
954	395	989	477	0
895	390	917	452	0
1021	388	1056	473	0
141	340	196	499	2
746	395	792	500	0
572	394	613	501	0
292	365	403	472	0
989	390	1020	471	0
213	339	273	386	2
954	395	989	477	0
895	390	917	452	0
1021	388	1056	473	0
519	359	567	483	0
714	334	1048	430	0
170	345	207	384	5
299	409	366	514	3
210	348	256	385	0
501	322	684	428	5
173	371	207	492	0
1	357	57	538	0
255	362	336	421	2
519	359	567	483	0
714	334	1048	430	0
170	345	207	384	5
299	409	366	514	3
210	348	256	385	0
501	322	684	428	5
173	371	207	492	0
1	357	57	538	0
255	362	336	421	2
531	390	596	522	0
340	338	460	414	5
610	397	664	517	0
183	332	225	369	2
1059	424	1093	513	0
151	346	186	366	2
210	348	273	404	2
531	390	596	522	0
340	338	460	414	5
610	397	664	517	0
183	332	225	369	2
1059	424	1093	513	0
151	346	186	366	2
210	348	273	404	2
531	390	596	522	0
340	338	460	414	5
610	397	664	517	0
183	332	225	369	2
1059	424	1093	513	0
151	346	186	366	2
210	348	273	404	2
141	340	196	499	3
746	395	792	500	4
572	394	613	501	6
292	365	403	472	7
989	390	1020	471	8
213	339	273	386	11
954	395	989	477	13
895	390	917	452	21
1021	388	1056	473	23
531	390	596	522	2
340	338	460	414	3
610	397	664	517	6
183	332	225	369	11
1059	424	1093	513	12
151	346	186	366	13
210	348	273	404	14
531	390	596	522	2
340	338	460	414	3
610	397	664	517	6
183	332	225	369	11
1059	424	1093	513	12
151	346	186	366	13
210	348	273	404	14
141	340	196	499	2
746	395	792	500	3
572	394	613	502	5
954	395	989	477	10
994	390	1024	472	11
895	390	917	452	16
1021	388	1056	473	19
141	340	196	499	3
746	395	792	500	4
572	394	613	501	6
292	365	403	472	7
989	390	1020	471	8
213	339	273	386	11
954	395	989	477	13
895	390	917	452	21
1021	388	1056	473	23
