873	395	906	480	3
988	378	1025	478	6
951	382	987	476	10
829	390	859	470	11
873	395	906	480	3
988	378	1025	478	6
951	382	987	476	10
829	390	859	470	11
873	395	906	480	3
988	378	1025	478	6
951	382	987	476	10
829	390	859	470	11
873	395	906	480	3
988	378	1025	478	6
951	382	987	476	10
829	390	859	470	11
873	395	906	480	3
988	378	1025	478	6
951	382	987	476	10
829	390	859	470	11
873	395	906	480	3
988	378	1025	478	6
951	382	987	476	10
829	390	859	470	11
555	393	864	574	1
873	395	906	480	4
241	360	370	500	7
988	378	1025	478	8
172	337	240	378	11
385	363	526	462	12
951	382	987	476	13
873	395	906	480	3
988	378	1025	478	6
951	382	987	476	10
829	390	859	470	11
555	393	864	574	1
873	395	906	480	4
241	360	371	501	7
988	378	1025	478	8
172	337	240	378	11
385	363	526	462	12
951	382	987	476	13
555	393	864	574	2
873	395	906	480	2
241	360	371	501	2
988	378	1025	478	2
172	337	240	378	2
385	363	526	462	2
951	382	987	476	2
555	393	864	574	2
873	395	906	480	2
241	360	371	501	2
988	378	1025	478	2
172	337	240	378	2
385	363	526	462	2
951	382	987	476	2
555	393	864	574	2
873	395	906	480	2
241	360	371	501	2
988	378	1025	478	2
172	337	240	378	2
385	363	526	462	2
951	382	987	476	2
555	393	864	574	2
873	395	906	480	2
241	360	371	501	2
988	378	1025	478	2
172	337	240	378	2
385	363	526	462	2
951	382	987	476	2
555	393	864	574	2
873	395	906	480	2
241	360	371	501	2
988	378	1025	478	2
172	337	240	378	2
385	363	526	462	2
951	382	987	476	2
555	393	864	574	2
873	395	906	480	2
241	360	371	501	2
988	378	1025	478	2
172	337	240	378	2
385	363	526	462	2
951	382	987	476	2
555	393	864	574	2
873	395	906	480	2
241	360	371	501	2
988	378	1025	478	2
172	337	240	378	2
385	363	526	462	2
951	382	987	476	2
555	393	864	574	2
873	395	906	480	2
241	360	371	501	2
988	378	1025	478	2
172	337	240	378	2
385	363	526	462	2
951	382	987	476	2
555	393	864	574	2
873	395	906	480	2
241	360	371	501	2
988	378	1025	478	2
172	337	240	378	2
385	363	526	462	2
951	382	987	476	2
555	393	864	574	2
873	395	906	480	2
241	360	371	501	2
988	378	1025	478	2
172	337	240	378	2
385	363	526	462	2
951	382	987	476	2
555	393	864	574	2
873	395	906	480	0
241	360	371	501	0
988	378	1025	478	0
172	337	240	378	0
385	363	526	462	0
951	382	987	476	0
555	393	864	574	2
873	395	906	480	0
241	360	371	501	0
988	378	1025	478	0
172	337	240	378	0
385	363	526	462	0
951	382	987	476	0
555	393	864	574	2
873	395	906	480	0
241	360	371	501	0
988	378	1025	478	0
172	337	240	378	0
385	363	526	462	0
951	382	987	476	0
555	393	864	574	2
873	395	906	480	0
241	360	371	501	0
988	378	1025	478	0
172	337	240	378	0
385	363	526	462	0
951	382	987	476	0
555	393	864	574	2
873	395	906	480	0
241	360	371	501	0
988	378	1025	478	2
172	337	240	378	0
385	363	526	462	0
951	382	987	476	0
555	393	864	574	2
873	395	906	480	2
241	360	371	501	0
988	378	1025	478	0
172	337	240	378	0
385	363	526	462	0
951	382	987	476	2
555	393	864	574	2
873	395	906	480	0
241	360	371	501	0
988	378	1025	478	0
172	337	240	378	2
385	363	526	462	2
951	382	987	476	0
555	393	864	574	2
873	395	906	480	0
241	360	371	501	0
988	378	1025	478	0
172	337	240	378	2
385	363	526	462	2
951	382	987	476	0
685	362	724	474	0
151	342	191	378	5
386	326	514	411	5
5	349	73	572	0
685	362	724	474	0
151	342	191	378	5
386	326	514	411	5
5	349	73	572	0
379	396	447	533	0
342	338	461	410	5
474	391	537	524	0
170	339	236	391	2
1130	429	1163	512	0
379	396	447	533	0
342	338	461	410	5
474	391	537	524	0
170	339	236	391	2
1130	429	1163	512	0
379	396	447	533	0
342	338	461	410	5
474	391	537	524	0
170	339	236	391	2
1130	429	1163	512	0
379	396	447	533	0
342	338	461	410	5
474	391	537	524	0
170	339	236	391	2
1130	429	1163	512	0
555	393	864	574	1
873	395	906	480	4
241	360	371	501	7
988	378	1025	478	8
172	337	240	378	11
385	363	526	462	12
951	382	987	476	13
379	396	447	533	2
342	338	461	410	3
474	391	537	524	6
170	339	236	391	11
1130	429	1163	512	12
379	396	447	533	2
342	338	461	410	3
474	391	537	524	6
170	339	236	391	11
1130	429	1163	512	12
873	395	906	480	3
988	378	1025	478	6
951	382	987	476	10
829	390	859	470	11
555	393	864	574	1
873	395	906	480	4
241	360	371	501	7
988	378	1025	478	8
172	337	240	378	11
385	363	526	462	12
951	382	987	476	13
